rank,udise_code,school,address,school_lat,school_lng,settlement,cluster,zone,distance_m,is_nearest
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Corporation Colony,Nagarbhavi,Central,27,yes
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Thimmenahalli,Nagarbhavi,Central,295,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Kanaka Nagar,Nagarbhavi,Central,1174,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Sarkari Oni,Yeshwantpur,West,1200,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Kurilingappa Garden,Nagarbhavi,Central,1240,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Nanjarasappa Badavane,Nagarbhavi,Central,1713,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Sumanahalli,Peenya North,North,1939,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Kottigepalya,Peenya North,North,1968,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Gada,JJR Nagar,Central,2034,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Arfath Nagar I & II,JJR Nagar,Central,2148,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,7th & 8th Mn Rd Padarayanapura,JJR Nagar,Central,2186,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Handigudisalu,Majestic,North,2271,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,IPD Salappa Layout,Rayapuram,Central,2314,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,VS Garden,Rayapuram,Central,2354,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Devarajurs Nagar,JJR Nagar,Central,2502,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Harikunte,Rayapuram,Central,2618,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Vinayaka Nagar,JJR Nagar,Central,2658,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Janata Colony,JJR Nagar,Central,2678,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Hoysala Nagar,Nagarbhavi,Central,2707,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Farookhiya Nagar I & II,JJR Nagar,Central,2745,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Krishnappa Garden,Yeshwantpur,West,2783,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,JJR Nagar North,Rayapuram,Central,2870,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Boomatha Seva Sangha,JJR Nagar,Central,2892,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Gopalpura,Majestic,North,2894,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,JJR Nagar South,Rayapuram,Central,2950,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Venkateshwara slum,Nagarbhavi,Central,2985,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,AK Colony,JJR Nagar,Central,3032,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Devegowda slum,Nagarbhavi,Central,3037,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Patankot,Nagarbhavi,Central,3047,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Ashwath Nagar,JJR Nagar,Central,3082,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Keshava Nagar,JJR Nagar,Central,3087,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Vinny Colony,JJR Nagar,Central,3094,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Minerva Mill,Majestic,North,3191,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Narasimaiah Colony,JJR Nagar,Central,3192,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Gangondanahalli,Nagarbhavi,Central,3209,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Nagamma Nagar,JJR Nagar,Central,3264,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Sanjay Nagar,JJR Nagar,Central,3295,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Dayananda Nagar,Majestic,North,3411,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,AK Badavane,JJR Nagar,Central,3422,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,VST colony,Majestic,North,3449,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Anjanappa Garden I & II,KR Market,Central,3474,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Bhangi Colony,KR Market,Central,3599,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Okalipuram,Majestic,North,3616,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Kole Basawa Community Jopadi,Peenya North,North,3659,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Bheemshakthi Slum,Yeshwantpur,West,3660,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Kasturi Nagar,Majestic,North,3667,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Gawtham Nagar,Majestic,North,3708,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Sidhartha Nagar,KR Market,Central,3711,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,RKS,Majestic,North,3758,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Old Pension Mohalla,KR Market,Central,3767,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Giripuram,KR Market,Central,3768,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Ganapathi Slum,Nagarbhavi,Central,3782,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Anjaneya Temple,KR Market,Central,3805,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Railway Station/Ambedkar Nagar,Majestic,North,3807,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Vivekananda Nagar,Majestic,North,3827,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Cheluvadipalya,KR Market,Central,3836,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Srirampura,Majestic,North,3850,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Tippu Nagar,KR Market,Central,3858,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Adimoola Compound,KR Market,Central,3862,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Hanumanthapura,Majestic,North,3875,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Jai Bheem Nagar,Peenya - West,West,3882,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Anandapuram I & II,KR Market,Central,3902,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Ambedkar Nagar-97,Majestic,North,3908,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Velmurugapuram,KR Market,Central,3911,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Buddha Nagar,Peenya - West,West,3920,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Swathanthra Nagar,Majestic,North,3947,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Bhakshi Garden I & II,KR Market,Central,3953,no
1,29200803131,GOVINDARAJA NGR PS B M P,Corporation colony 4th cross Bangalore 79,12.97811,77.53472,Saw Mill Lane,KR Market,Central,3974,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Ashwath Nagar,JJR Nagar,Central,155,yes
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Gopalpura,Majestic,North,179,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Vinny Colony,JJR Nagar,Central,212,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Minerva Mill,Majestic,North,266,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Keshava Nagar,JJR Nagar,Central,310,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,VST colony,Majestic,North,426,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Nagamma Nagar,JJR Nagar,Central,850,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Bhangi Colony,KR Market,Central,1066,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Okalipuram,Majestic,North,1082,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Sidhartha Nagar,KR Market,Central,1121,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Anjanappa Garden I & II,KR Market,Central,1153,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Bhakshi Garden I & II,KR Market,Central,1197,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Handigudisalu,Majestic,North,1205,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Cheluvadipalya,KR Market,Central,1208,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Saw Mill Lane,KR Market,Central,1214,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Harikunte,Rayapuram,Central,1224,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Ambedkar Nagar-97,Majestic,North,1231,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,IPD Salappa Layout,Rayapuram,Central,1233,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,JJR Nagar North,Rayapuram,Central,1256,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Lakshmanapuri,Majestic,North,1257,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Velmurugapuram,KR Market,Central,1272,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Old Pension Mohalla,KR Market,Central,1272,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,VS Garden,Rayapuram,Central,1296,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Giripuram,KR Market,Central,1359,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Vivekananda Nagar,Majestic,North,1368,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Hanumanthappa Colony,Majestic,North,1460,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,JJR Nagar South,Rayapuram,Central,1463,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Jolly Mohalla,KR Market,Central,1478,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Himalaya Huts,Majestic,North,1494,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,JCW Nagar,Majestic,North,1499,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Anjaneya Temple,KR Market,Central,1503,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Anandapuram I & II,KR Market,Central,1504,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Kasturi Nagar,Majestic,North,1513,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Adimoola Compound,KR Market,Central,1518,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Hanumanthapura,Majestic,North,1552,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Tippu Nagar,KR Market,Central,1568,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Gawtham Nagar,Majestic,North,1592,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Rasaldhar Street,Majestic,North,1615,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,VV Giri colony,Majestic,North,1617,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Srirampura,Majestic,North,1664,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,RKS,Majestic,North,1687,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Dayananda Nagar,Majestic,North,1735,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,7th & 8th Mn Rd Padarayanapura,JJR Nagar,Central,1740,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Farookhiya Nagar I & II,JJR Nagar,Central,1748,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Swathanthra Nagar,Majestic,North,1771,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Railway Station/Ambedkar Nagar,Majestic,North,1825,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,New Tharagupet,KR Market,Central,1905,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Janata Colony,JJR Nagar,Central,2048,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Arfath Nagar I & II,JJR Nagar,Central,2082,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Boomatha Seva Sangha,JJR Nagar,Central,2128,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Devarajurs Nagar,JJR Nagar,Central,2161,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Gada,JJR Nagar,Central,2161,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Vinayaka Nagar,JJR Nagar,Central,2176,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Valluvarpurm,Majestic,North,2181,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Sarkari Oni,Yeshwantpur,West,2546,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Thimmenahalli,Nagarbhavi,Central,2743,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Vivekananda block,Majestic,North,2821,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Anjaneya block,Majestic,North,2867,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Sanjay Nagar,JJR Nagar,Central,3002,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Ramanna Garden,KR Market,Central,3022,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Corporation Colony,Nagarbhavi,Central,3022,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Gurappa Garden,KR Market,Central,3085,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Vinoba nagar,KR Market,Central,3152,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Narasimaiah Colony,JJR Nagar,Central,3232,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,AK Colony,JJR Nagar,Central,3476,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,AK Badavane,JJR Nagar,Central,3723,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Kanaka Nagar,Nagarbhavi,Central,3742,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Venkateshwara slum,Nagarbhavi,Central,3776,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Bheemshakthi Slum,Yeshwantpur,West,3802,no
2,29200800449,BBMP HIGH SCHOOL MAGADI ROAD,BBMP HIGH SCHOOL 1ST CROSS MAGADI ROAD BANGALORE 5600239480685277,12.9753974,77.5624936,Kurilingappa Garden,Nagarbhavi,Central,4000,no
3,29280502514,BBMP HIGH SCHOOL SHAKTHI GANAPATHI NAGAR,BBMP HIGH SCHOOL 5th main 6th cross Dayanandanagar Bangalore,12.99028,77.56468,Dayananda Nagar,Majestic,North,169,yes
3,29280502514,BBMP HIGH SCHOOL SHAKTHI GANAPATHI NAGAR,BBMP HIGH SCHOOL 5th main 6th cross Dayanandanagar Bangalore,12.99028,77.56468,RKS,Majestic,North,283,no
3,29280502514,BBMP HIGH SCHOOL SHAKTHI GANAPATHI NAGAR,BBMP HIGH SCHOOL 5th main 6th cross Dayanandanagar Bangalore,12.99028,77.56468,Railway Station/Ambedkar Nagar,Majestic,North,290,no
3,29280502514,BBMP HIGH SCHOOL SHAKTHI GANAPATHI NAGAR,BBMP HIGH SCHOOL 5th main 6th cross Dayanandanagar Bangalore,12.99028,77.56468,Gawtham Nagar,Majestic,North,295,no
3,29280502514,BBMP HIGH SCHOOL SHAKTHI GANAPATHI NAGAR,BBMP HIGH SCHOOL 5th main 6th cross Dayanandanagar Bangalore,12.99028,77.56468,Kasturi Nagar,Majestic,North,325,no
3,29280502514,BBMP HIGH SCHOOL SHAKTHI GANAPATHI NAGAR,BBMP HIGH SCHOOL 5th main 6th cross Dayanandanagar Bangalore,12.99028,77.56468,Srirampura,Majestic,North,418,no
3,29280502514,BBMP HIGH SCHOOL SHAKTHI GANAPATHI NAGAR,BBMP HIGH SCHOOL 5th main 6th cross Dayanandanagar Bangalore,12.99028,77.56468,Swathanthra Nagar,Majestic,North,474,no
